DwellingType,ZoneType,UtilitiesType,BuildingType,HouseStyleType,OverallQuality,OverallConditions,YearBuilt,YearRemodel,RoofStyleType,RoofMaterial,ExteriorMaterial,ExteriorQuality,ExteriorConditions,FoundationMaterial,TotalBasementArea,HeatingType,HeatingQuality,HasAirConditioning,FirstFloorArea,SecondFloorArea,NumberOfBathrooms,NumberOfBedrooms,NumberOfKitchen,KitchenQuality,TotalNumberOfRooms,GarageType,GarageYearBuilt,GarageNumberOfCars,GarageArea,GarageQuality,GarageCondition,PoolArea,PoolQuality,FenceQuality,Label,Price,MoSold,YrSold
60,6,1,1,4,3,3,1968,1968,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,3,2,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,896,2,3,1,1182,960,2,4,1,2,8,2,1968,1,509,2,2,0,4,4,6000,60000,6,2009
120,8,1,4,1,3,3,1998,1998,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,3,2,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1237,2,1,1,1337,0,2,2,1,3,5,2,1998,2,405,2,2,0,4,4,6238.3,62383,3,2006
20,6,1,1,1,4,3,2007,2007,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1563,2,1,1,1563,0,2,3,1,2,6,2,2007,3,758,2,2,0,4,4,8000,80000,10,2008
20,6,1,1,1,3,3,1960,1960,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1065,2,2,1,1065,0,1,3,1,3,6,6,1974,2,461,2,2,0,4,4,8250,82500,7,2007
80,6,1,1,8,4,3,1995,1996,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,384,2,2,1,804,670,2,3,1,3,7,4,1995,2,400,2,2,0,4,4,8450,84500,5,2009
60,6,1,1,4,4,3,1991,1992,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,2,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1288,2,1,1,1301,1116,2,4,1,2,9,2,1991,2,462,2,2,0,4,4,8490,84900,4,2006
60,6,1,1,4,3,3,2005,2005,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,684,2,1,1,684,876,2,3,1,2,6,4,2005,2,400,2,2,0,4,4,8800,88000,3,2009
160,3,1,4,4,3,3,2009,2009,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,612,2,1,1,612,612,2,2,1,2,4,6,2009,2,528,2,2,0,4,4,9300,93000,6,2009
50,2,1,1,2,2,1,1915,1982,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,0102B9C9-98A7-4CBD-8019-52E96750794E,4,4,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1013,2,3,0,1013,0,1,2,1,4,6,7,0,0,0,4,4,0,4,1,9350,93500,10,2009
20,6,1,1,1,2,3,1994,1995,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,990,2,1,1,990,0,1,3,1,3,5,7,0,0,0,4,4,0,4,4,9475,94750,8,2007
20,6,1,1,1,2,3,1950,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,277ED534-9DD8-4468-B15F-989F6EEBB6D5,3,3,98DA1235-ED4C-4CC3-8E11-A7E5421EC8B0,0,2,3,1,1040,0,1,2,1,3,4,6,1950,2,420,2,2,0,4,4,9700,97000,7,2006
20,6,1,1,1,3,2,1961,1961,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1235,2,3,1,1235,0,1,2,1,3,6,2,1961,2,480,2,2,0,4,2,9830,98300,12,2006
30,6,1,1,1,3,4,1921,2006,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,3,2,990666D4-DC69-4DB5-9525-8EA305C3904A,876,2,1,1,964,0,1,2,1,3,5,6,1921,2,432,2,2,0,4,4,9860,98600,8,2009
190,2,1,2,6,3,3,1910,1998,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,3,990666D4-DC69-4DB5-9525-8EA305C3904A,1214,3,1,0,1260,1031,2,4,2,3,9,6,1900,2,506,2,2,0,4,4,10000,100000,11,2007
60,6,1,1,4,3,3,1997,1997,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,3,2,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,824,2,1,1,905,881,2,3,1,2,7,2,1997,2,684,2,2,0,4,4,10000,100000,5,2007
60,6,1,1,4,3,4,1993,1993,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,1,2,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,680,2,2,1,680,790,2,3,1,3,6,4,1993,2,420,2,2,0,4,4,10200,102000,4,2009
20,6,1,1,1,4,3,1999,1999,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1588,2,1,1,1588,0,2,3,1,2,6,2,1999,2,472,2,2,0,4,4,10650,106500,8,2006
20,6,1,1,1,2,3,1965,1965,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,960,2,3,1,960,0,1,3,1,3,6,2,1965,1,432,2,2,0,4,4,10750,107500,5,2007
30,6,1,1,1,3,3,1920,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,3,3,990666D4-DC69-4DB5-9525-8EA305C3904A,458,2,4,0,835,0,1,2,1,3,5,3,1920,1,366,2,2,0,4,4,10800,108000,5,2010
20,6,1,1,1,2,3,1959,1959,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,0102B9C9-98A7-4CBD-8019-52E96750794E,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,950,2,4,1,1225,0,1,3,1,3,6,7,0,0,0,4,4,0,4,4,10800,108000,1,2010
20,6,1,1,1,3,4,1977,2001,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,0102B9C9-98A7-4CBD-8019-52E96750794E,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1610,2,2,1,1610,0,2,3,1,2,6,2,1977,2,480,2,2,0,4,4,10900,109000,2,2010
60,6,1,1,4,3,3,1985,1985,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,2,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,741,2,3,1,977,755,2,3,1,2,7,2,1985,2,476,2,2,0,4,4,10900.8,109008,6,2010
90,6,1,3,1,3,3,1979,1979,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,4,98DA1235-ED4C-4CC3-8E11-A7E5421EC8B0,0,2,3,1,1535,0,2,4,2,3,8,2,1979,2,410,2,2,0,4,4,10950,109500,6,2009
20,6,1,1,1,4,3,2009,2009,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1226,2,1,1,1226,0,2,3,1,2,6,2,2009,3,740,2,2,0,4,4,10990,109900,5,2010
50,8,1,1,2,4,2,1931,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,E910036A-33BC-49FA-AC5A-405F75A50182,3,4,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1040,2,1,1,1226,592,1,4,1,3,7,6,1951,1,240,2,2,0,4,4,10990,109900,6,2007
60,3,1,1,4,4,3,2003,2004,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1053,2,1,1,1053,939,2,3,1,2,9,2,2003,2,648,2,2,0,4,4,11000,110000,8,2008
30,8,1,1,1,2,4,1885,1995,5,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,3,3,990666D4-DC69-4DB5-9525-8EA305C3904A,641,2,2,1,1047,0,1,2,1,3,6,6,1954,1,273,2,2,0,4,4,11000,110000,8,2007
20,8,1,1,1,3,3,1948,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,789,2,1,1,789,0,1,2,1,3,5,6,1948,1,250,2,2,0,4,4,11000,110000,4,2008
50,8,1,1,2,3,4,1919,2005,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,AAE85B7F-8DAF-4D7F-8974-2B9F23B452AF,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,793,3,3,0,997,520,2,3,1,4,7,7,0,0,0,4,4,0,4,4,11000,110000,8,2007
20,6,1,1,1,3,3,1977,1977,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,0102B9C9-98A7-4CBD-8019-52E96750794E,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1844,2,1,1,1844,0,2,3,1,3,7,2,1977,2,546,2,2,0,4,1,11000,110000,1,2010
50,6,1,1,2,3,2,1954,1972,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,994,2,2,1,1216,639,2,4,1,3,7,2,1954,1,325,2,2,0,4,4,11000,110000,10,2006
80,6,1,1,8,4,3,2000,2000,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,384,2,1,1,774,656,2,3,1,3,7,4,2000,2,400,2,2,0,4,4,11100,111000,4,2010
60,6,1,1,4,4,3,2007,2007,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1264,2,1,1,1282,1414,2,4,1,1,10,4,2007,3,792,2,2,0,4,4,11125,111250,10,2007
20,6,1,1,1,3,3,1953,1953,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,3,2,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1809,2,3,1,2259,0,2,3,1,2,7,3,1953,2,450,2,2,0,4,1,11200,112000,10,2007
70,6,1,1,4,3,4,1945,2002,3,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1028,2,1,1,1436,884,2,3,1,2,9,6,1945,1,180,2,2,0,4,1,11200,112000,7,2007
160,3,1,4,4,3,3,1999,1999,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,729,2,2,1,729,729,2,2,1,3,5,6,1999,2,440,2,2,0,4,4,11250,112500,6,2007
20,6,1,1,1,3,3,1962,1962,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1092,2,3,1,1092,0,1,3,1,3,6,2,1962,1,288,2,2,0,4,4,11300,113000,9,2009
20,6,1,1,1,3,3,2006,2007,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1125,2,2,1,1125,0,1,2,1,3,5,2,2007,2,430,2,2,0,4,4,11450,114500,4,2007
60,6,1,1,4,4,3,1990,1990,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,0102B9C9-98A7-4CBD-8019-52E96750794E,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1673,2,2,1,1699,1523,3,5,1,2,11,2,1990,3,594,2,2,0,4,4,11500,115000,5,2010
60,6,1,1,4,3,3,2005,2006,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,728,2,1,1,728,728,2,3,1,2,8,2,2005,2,390,2,2,0,4,4,11500,115000,7,2006
80,6,1,1,8,3,3,1969,1969,1,106B95FF-4D5B-4FCE-9139-CBD840B33D12,0102B9C9-98A7-4CBD-8019-52E96750794E,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,938,2,1,1,988,0,1,1,1,3,4,2,1969,2,540,2,2,0,4,4,11500,115000,10,2006
50,8,1,1,2,2,3,1939,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,6798904E-1EFF-407F-8744-33C36445D544,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,732,2,2,1,772,351,1,3,1,3,4,6,1979,1,264,2,2,0,4,1,11500,115000,6,2007
20,6,1,1,1,3,4,1958,1958,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,2,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1080,2,2,1,1080,0,1,3,1,3,5,2,1958,1,288,2,2,0,4,4,11500,115000,6,2008
120,6,1,4,1,3,3,1993,1993,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,0102B9C9-98A7-4CBD-8019-52E96750794E,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1199,2,1,1,1199,0,2,2,1,2,5,2,1993,2,530,2,2,0,4,4,11600,116000,3,2008
20,6,1,1,1,3,3,1979,1998,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,2,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1362,2,3,1,1586,0,2,3,1,3,7,2,1979,2,435,2,2,0,4,4,11605,116050,1,2009
190,8,1,2,2,3,4,1935,1982,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,3,4,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,520,2,2,0,520,0,1,2,1,3,5,7,0,0,0,4,4,0,4,4,11650,116500,6,2006
120,6,1,4,1,3,3,1976,1976,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,0102B9C9-98A7-4CBD-8019-52E96750794E,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1078,2,3,1,958,0,2,2,1,3,5,2,1977,2,440,2,2,0,4,4,11700,117000,2,2007
45,8,1,1,3,3,4,1930,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,0B095DC6-F3B5-4983-BEF6-32A383A62849,3,2,990666D4-DC69-4DB5-9525-8EA305C3904A,672,2,1,1,840,0,1,3,1,3,5,7,0,0,0,4,4,0,4,4,11750,117500,6,2007
60,6,1,1,4,3,3,1966,1966,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,660,2,3,1,660,688,1,3,1,3,6,2,1966,2,453,2,2,0,4,4,11800,118000,7,2006
20,6,1,1,1,3,4,1958,1991,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,0102B9C9-98A7-4CBD-8019-52E96750794E,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1008,2,3,1,1053,0,1,3,1,1,6,1,1998,2,750,2,2,0,4,2,11800,118000,7,2006
60,6,1,1,4,4,3,1966,1966,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,924,2,1,1,1216,941,2,4,1,2,8,2,1966,2,487,2,2,0,4,1,11850,118500,5,2006
60,6,1,1,4,3,3,2000,2000,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,992,2,1,1,1022,1032,2,3,1,2,7,4,2000,2,390,2,2,0,4,4,11900,119000,7,2009
20,6,1,1,1,3,3,1959,2002,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1063,2,2,1,1327,0,1,3,1,2,7,6,1974,2,624,2,2,0,4,4,11900,119000,7,2007
20,6,1,1,1,4,3,2001,2002,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1267,2,1,1,1296,0,2,2,1,2,6,2,2001,2,471,2,2,0,4,4,11920,119200,6,2009
20,6,1,1,1,3,3,1968,1993,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,0102B9C9-98A7-4CBD-8019-52E96750794E,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1461,2,2,1,1721,0,2,3,1,3,7,2,1968,2,440,2,2,0,4,1,11950,119500,7,2006
20,6,1,1,1,4,3,1970,1970,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,0102B9C9-98A7-4CBD-8019-52E96750794E,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1304,2,2,1,1682,0,2,3,1,3,7,2,1970,2,530,2,2,0,4,1,11950,119500,5,2008
20,6,1,1,1,3,3,1967,1967,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1214,2,3,1,1214,0,2,3,1,3,5,2,1967,1,318,2,2,0,4,4,12000,120000,7,2007
90,6,1,3,1,4,3,1988,1989,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1907,2,2,1,1959,0,3,5,2,3,9,1,1989,3,766,2,2,0,4,4,12000,120000,7,2006
60,6,1,1,4,4,3,1999,2000,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1004,2,1,1,1004,848,2,3,1,2,7,2,1999,3,660,2,2,0,4,1,12000,120000,12,2008
60,6,1,1,4,3,3,1997,1997,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,928,2,1,1,928,836,2,3,1,2,7,2,1997,2,470,2,2,0,4,1,12050,120500,8,2009
20,6,1,1,1,2,3,1971,1971,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,864,2,3,1,864,0,1,3,1,3,5,7,0,0,0,4,4,0,4,4,12050,120500,4,2010
20,6,1,1,1,4,3,2005,2005,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1734,2,1,1,1734,0,2,3,1,2,7,2,2005,2,660,2,2,0,4,4,12150,121500,1,2006
50,6,1,1,2,3,2,1952,1952,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,277ED534-9DD8-4468-B15F-989F6EEBB6D5,3,4,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,910,2,4,1,910,475,2,4,1,3,6,6,2000,2,720,2,2,0,4,1,12200,122000,6,2010
20,6,1,1,1,4,3,1999,1999,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1490,2,1,1,1501,0,2,3,1,2,6,2,1999,2,577,2,2,0,4,4,12200,122000,6,2009
90,8,1,3,1,3,3,1963,1963,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1728,2,3,1,1728,0,2,6,2,3,10,6,1963,2,504,2,2,0,4,4,12300,123000,11,2006
160,8,1,5,4,3,3,2004,2006,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,970,2,1,1,970,739,2,3,1,2,7,6,2004,2,380,2,2,0,4,4,12300,123000,4,2006
30,8,1,1,1,3,4,1931,1993,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,3,3,990666D4-DC69-4DB5-9525-8EA305C3904A,715,2,3,1,875,0,1,2,1,3,5,6,1931,1,180,2,2,0,4,4,12300,123000,11,2009
60,6,1,1,4,4,3,2001,2001,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,884,2,1,1,884,1151,2,3,1,2,8,4,2001,2,434,2,2,0,4,4,12350,123500,5,2010
20,6,1,1,1,4,3,2004,2005,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1080,2,1,1,1080,0,1,3,1,2,6,7,0,0,0,4,4,0,4,4,12360,123600,4,2008
50,8,1,1,2,3,2,1936,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,3,990666D4-DC69-4DB5-9525-8EA305C3904A,896,2,2,1,896,448,1,3,1,3,7,6,1936,1,240,2,2,0,4,4,12400,124000,4,2006
20,6,1,1,1,3,3,1975,1975,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,969,2,3,1,969,0,1,3,1,3,5,2,1975,2,440,2,2,0,4,1,12400,124000,1,2007
20,6,1,1,1,4,3,2007,2008,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1710,2,1,1,1710,0,2,2,1,2,6,2,2007,3,866,2,2,0,4,4,12400,124000,1,2008
60,6,1,1,4,3,3,1971,1971,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,825,2,2,1,1097,896,2,4,1,3,8,2,1971,2,495,2,2,0,4,2,12450,124500,6,2006
20,6,1,1,1,3,4,1960,1975,1,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,277ED534-9DD8-4468-B15F-989F6EEBB6D5,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1602,2,2,1,1252,0,1,1,1,3,4,2,1960,2,564,2,2,0,4,4,12450,124500,3,2008
30,8,1,1,1,3,3,1923,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,3,3,990666D4-DC69-4DB5-9525-8EA305C3904A,1200,2,3,1,1200,0,1,4,1,3,7,6,1923,1,312,2,2,0,4,4,12450,124500,3,2006
50,6,1,1,2,3,3,1924,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,3,3,990666D4-DC69-4DB5-9525-8EA305C3904A,572,4,4,0,572,524,1,2,1,3,5,7,0,0,0,4,4,0,4,4,12490,124900,4,2008
20,6,1,1,1,3,4,1950,1950,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,0,2,3,1,1040,0,1,2,1,3,5,6,1950,2,625,2,2,0,4,4,12500,125000,6,2006
60,6,1,1,4,4,3,2009,2010,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,774,2,1,1,774,1194,2,4,1,1,8,4,2009,3,680,2,2,0,4,4,12500,125000,5,2010
60,3,1,1,4,4,3,2004,2005,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,991,2,1,1,991,956,2,3,1,2,8,2,2004,2,678,2,2,0,4,2,12550,125500,5,2010
60,6,1,1,4,4,3,2005,2006,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1392,2,1,1,1392,1070,2,4,1,2,9,2,2006,2,576,2,2,0,4,4,12600,126000,3,2006
20,6,1,1,1,3,3,1984,1984,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,0102B9C9-98A7-4CBD-8019-52E96750794E,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1232,2,3,1,1232,0,2,3,1,3,6,2,1984,2,516,2,2,0,4,4,12650,126500,6,2008
60,6,1,1,4,5,3,2003,2004,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1572,2,1,1,1572,1096,2,3,1,1,10,4,2003,3,726,2,2,0,4,4,12700,127000,3,2008
